IDText,Text,predicted_label
TXT0117,sampai kapan kubu prabowo bodohi rakyat oleh tiand raharjo sangat menggelitik sebenarnya melihat kubu prabowogibran dengan masif mengampanyekan pilpres satu putaran dengan alasan menghemat uang negara ini tentu pembodohan sekaligus pengkerdilan yang luar biasa terhadap hakhak rakyat kemungkinan prabowo kalah di putaran dua memang sangat besar dan narasi itu mudah kita tebak hanya untuk menutupi kepanikan yang makin mendera kubu mereka bayangkan saja segala infrastruktur negara sudah dipakai dari mulai aparat hingga penjabat kepala daerah juga sudah dilibatkan untuk memenangkan prabowogibran tapi hasil surveinya masih saja mentok tak kunjung mencapai 50 persen itu adalah fakta yang sulit dibantah kita tahu beberapa hari lalu sempat viral foto pj gubernur jateng nana menjemput prabowo dan tim kampanyenya di bandara ahmadyani saat perayaan hut psi kapasitas prabowo saat itu jelas bukan sebagai menteri melainkan capres apakah anda percaya nana bakal diam saja dan tidak berusaha menambal suara untuk prabowo dengan posisinya saat ini namun ternyata masyarakat tak mudah ditekan dan itulah yang terjadi di lapangan masyarakat tetap berpegang teguh dengan pendirian untuk menentukan siapa sosok yang layak memimpin negeri ini dan prabowo rupanya jauh dari figur yang diharapkan barangkali bukan hanya jejak masa lalunya yang hitam namun juga karena  yang justru kerap menyodorkan kegagalan contoh konkret adalah mangkraknya food estate yang menghabiskan duit negara triliunan rakyat adalah pembaca peristiwa yang baik jika melihat pelanggaran pada pilpres kali ini yang paling banyak memang kubu prabowo bukan hanya pelanggaran sebetulnya namun juga arogansi dan  yang mereka perlihatkan dengan beringas dari mulai mempermainkan hukum lewat mahkamah konstitusi perusakan baliho kubu rival hingga  intimidatif pada putaran kedua sudah pasti seluruh akal sehat dan nalar publik akan bersatu membakar semangat untuk mencegah  itu berkuasa inilah yang bikin kubu prabowo ketakutan bukan main dan mulai  halhal konyol kita percaya daulat akan selamanya berada di tangan rakyat tak ada yang bisa membendung tekad yang sudah membara menyalanyala belum lagi jika kita bicara soal logistik kubu prabowo mungkin saja keteteran di putaran kedua karena kampanye saat ini yang sudah begitu masif baliho bertebaran dimanamana iklan media sosial yang nilai biayanya sangat fantastis belum lagi biaya publik figur yang mereka gunakan sebagai buzzer dan hasilnya justru bikin mereka uringuringan geram bukan kepalang para pelaku survei kredibel beberapa kali bahkan menyebutkan tidak ditemukan adanya data bahwa pilpres akan terjadi satu putaran jika melihat hasil survei saat ini peluang besar putaran kedua prabowo akan  dengan ganjar pranowo re melihat_indo,Politik
TXT0118,ejaferdiansyah prabowo food estate 110 triliun anggaran belanja menhan 1760 triliun beli pesawat mirrage 118 triliun punya tanah 340000 hektar berapa duitnya ya gaji recehan utk kaum duafa apa gak mikir ya,Sumber Daya Alam
TXT0119,pasangan calon presiden dan wakil presiden nomor urut 3 ganjar pranowo dan mahfud md menaruh perhatian terhadap kesejahteraan prajurit tni dan polri   jnk   bram0901,Pertahanan dan Keamanan
TXT0120,ganjar pranowo membela para tni yang dijumpainya langsung saat kunjungan di daerahdaerah aspirasi merekalah yang akan diwujudkan ganjar ketika menjadi presiden  debatcapres   re paltiwest,Politik
TXT0121,anies baswedan ironis kemenhan pernah dibobol hacker tahun 2023 re oposisicerdas,Pertahanan dan Keamanan
TXT0122,anies sudah menyebar kebohongan massif statement anies tersebut kebohongan yang sangat bengis dan jahat sengaja mau menebar hoax hanya untuk sekedar menjatuhkan pak prabowo tidak ada anggaran kemhan sebesar 700 triliun hanya untuk alutsista bekas seperti omonomon alias omong2 bohong anies tersebut anggaran kemhan tahun 2023 saja sekitar 131 triliunan digunakan untuk kesejahteraan prajurit rumah dinas pendidikan rumah sakit tentara dll 30 triliunannya di gunakan untuk belanja alutsista nah klo sepanjang 2020 sd 2024 maka anggaran kemhan itu sebesar 680an triliun dan itu digunakan untuk belanja prajurit rumah kesejahteraan pemeliharaan alutsista dll rata2 untuk alutsista ya sekitar 15 persen sd 17 persen kira2 sebesar 102 triliunan sepanjang 2020 sd 2024 jadi terang anies berbohong dan mengarang hanya demi menjatuhkan pak prabowo klarifikasi kebohongan anies di debat itu tidak ada artinya karena kebohongan anies itu telah menyebar keseluruh indonesia dan dia lakukan kebohongan itu dengan sengaja dan jahat dan sebagian masyarakat sudah ada yang percaya dengan kebohongan dia prabowo gibran prabowogibran aniesbaswedan debatcapres indonesiamaju  dekade08 mendingprabowo  re dekade_08,Pertahanan dan Keamanan
TXT0123,curcol buat anies baswedan orang papua rawat persatuan dan kebhinekaan warga papua curhat ke anies baswedanmereka tdk mau disebut separatis krn warga papua sdh merawat persatuan dan kebhinekaan  choymarkochoy bospurwa resty_j_cayah,Sosial Budaya
TXT0124,satusatunya hilirisasi yang paling mungkin dijalankan prabowogibran ketika berkuasa adalah hilirisasi kkn mereka sangat memenuhi semua prasyarat untuk melancarkannya maka dari itu coblos mereka jika kalian ingin keamburadulan total rejim jokowi lanjut ke part tiga ãâÿââ re denismalhotra,Politik
TXT0125,anies kehilangan otoritas bicara etika pada debat ini belum bicara rekam jejak ya pada debat ini saja setidaknya ada 3 hal dia melakukan kebohongan publik demi menjatuhkan rival politik berbohong terkait belanja alutsista bekas 700 triliun menyebut tidak ada yang rahasia dalam pertahanan ini berbahaya seolah mau menggadaikan keselamatan dan kedaulatan indonesia kemudian omonomon terkait diplomasi internasional pak prabowo ingin datang dan hadir di forum internasional dengan memulai memperbaiki kekuatan domestik pertahanan kuat ekonomi sejahtera budaya kaya maka proses diplomasi kita akan bermartabat karena datang dengan teladan berbeda mas anies datang berdiplomasi dengan modal omonomon ini bak cowok yang gombal ke cewek akan bahwa dia pintar punya kekayaan dan bisa membantu  tapi faktanya bokek dan berbohong ya gak ada yg hormat dan mau dengar kita di dunia internasional bila begitu re dahnilanzar,Pertahanan dan Keamanan
TXT0126,ãâÿââ ganjar mahfud hebat 3gm coblos3   demokrasi dan toleransi antar umat beragama akan dijunjung tinggi ãâÿââ ganjar mahfud hebat 3gm coblos3,Politik
TXT0127,fuzzy3303sf kompascom anggaran belanja kemenhan justru fantastis selama prabowo jadi menhan jauh lbh besar dari tahun2 sebelum 2019 pengaruh pandemi hampir tdk ada bagi anggaran belanja kemenhanãâÿââ,Pertahanan dan Keamanan
TXT0128,jaminan anies akan merangkul semua pihak jika menang liat rekam jejaknya saat beliau menjadi gubernur   re keithrizal161,Politik
TXT0129,berhentilah membuat narasi seakan bersatunya jokowi prabowo yg dilanjutkan dg bangun dinasti kekuasaan adalah solusi terbaik bangsa justru bisa sebaliknya nasakom dulu juga dipuji sbg alasan persatuan ternyata bersatu utk hancurkan bangsa re msaid_didu,Politik
TXT0130,ekokuntadhi1 itu pak prabowo punya jejak digital pelanggaran ham,Politik
TXT0131,terkait ajakan prabowo bahas anggaran pertahanan anies pembahasan uang rakyat harus di depan rakyat ada hal teknis yg bersifat rahasia misalnya terkait alat ini alat itu ttp kalau terkait anggaran hrs diceritakan di depan rakyat secara terbuka,Pertahanan dan Keamanan
TXT0132,prabowo fokus pada peningkatan keterampilan tenaga kerja indonesia ,Pertahanan dan Keamanan
TXT0133,ãâÿââ ganjar pranowo gubernur yang tidak hanya sukses d kepemimpinan tapi juga memiliki sisi kemanusiaan yang begitu menghangatkan ganjar mahfud hebat coblos3 3gm nazarpemilu ,Politik
TXT0134,lebih dr separo tni kita tdk punya rumah bapak sudah jadi menhan 5 tahun dan sekarang mengatakansaya akan tingkatkan kesejahteraan tni mestinya tunjukkan buktinya apa yg sudah bapak lakukan anies debat pilpres ke3 7 januari 2024 cetaaaarrrr  re bianca01403,Pertahanan dan Keamanan
TXT0135,kurasa sekarang pr besar anies adalah ga malesmalesan menjawab bahwa dia bukan bagian dr kelompok yg memainkan isu sara pr besar kita adalah berenti ngomongin isu toleransi di ruangruang berac hotelhotel mewah karna intoleransi justru lahir dr ketimpangan yg ga terjawab re rgantas,Sosial Budaya
TXT0136,prabowo tamat jokowi tidak akan selamat re oposisicerdas,Politik
TXT0137,psi_id uki23 wkakakakaka kalian ngepost ini tapi prabowo di kpk bilang korupsi karena pejabat gajinya rendah wakakakak malah dia mau naikin gaji pejabat wakakakaka anti tesa prabowo banget kalian,Politik
TXT0138,pertumbuhan ekonomi yang berkeadilan akan menjadi fokus utama ganjarmahfud asomaso_1234567 happy new year   l3bihbaik,Ekonomi
TXT0139,oposisicerdas rate debat capres perdana akademisiãâ 9 ganjar minus danãâ tak nyambung oposisicerdas ganjar mahfud hebat coblos3 3gm  debatcapres,Politik
TXT0140,heboh wni di malaysia dipersulit nyoblos jika tidak pilih ganjarmahfud di pemilu 2024 re oposisicerdas,Politik
TXT0141,ganjarmahfud akan memastikan bahwa semua orang merasakan manfaat dari pertumbuhan ekonomi yang adil rfnag52 happy new year   l3bihbaik,Ekonomi
TXT0142,alisyarief patut diapresiasi apa yg diajarkan aniescondisi ekonomi yg tdk setara dlm masyarakat efek korupsi yg terjadiharus nya kita masyarakat makmur,Ekonomi
TXT0143,menteri bumn erick thohir menitipkan tanggung jawab besar menjaga persatuan bangsa indonesia kepada calon presiden nomor urut 2 prabowo subianto patriotprabowo  prabowosatria,Politik
TXT0144,ganjarmahfud sikat korupsi tanyajawab capres dalam kpk ganjarpranowo menjawab soal bagaimana memberantas korupsi di negeri ini berawal dari komitmen pemimpin berdasarkan rekam jejak berlanjut pada penegakan hukum dan penguatan lembaganya maka pemberantasan korupsi akan berjalan selaras dengan pertumbuhan ekonomi re _rizmaya__,Ekonomi
TXT0145,teruslah berjuang bersama ganjar mahfud ãâÿââÿ tetaplah semangat dan jangan pernah takut duka mendalam untuk relawan di sleman dan boyolali kita lanjutkan kawal demokrasi ganjarpranowo mohmahfudmd  re denni_sauya,Politik
TXT0146,rt anies tambah pusing wkwkwk padahal di visi misi amin udah secara gamblang menyebutkan pertahanan negara fokusnya memproyeksikan kekuatan di regional dan internasional eh yg keluar dari mulut malah beda wkwkwk re gara_nam,Pertahanan dan Keamanan
TXT0147,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ,Ekonomi
TXT0148,ketika kikysaputrii kritik prabowo pendukung 02 tdk memaki2 dia apalagi sampai body shaming ketika survei burhanmuhtadi menunjukkan kenaikan 01 pendukung prabowogibran tdk denial menuduh dgn sebutan surepay bersyukur kita sudah berada di tempat yg tepat dan adem re partaisocmed,Politik
TXT0149,regulasi platform digital yang berkeadilan dari ganjarmahfud bikin kita lebih kuat lebih mampu bersaing semoga indonesia makin jadi pemain utama di kancah ekonomi digital global doyantidurxixi happy new year   l3bihbaik,Ekonomi
TXT0150,komitmen mas anies aniesbaswedan dan gus imin cakiminow memberantas korupsi bukan karena jelang pilpres tetapi karena itu janji demokrasi yang harus dituntaskan ãâÿââãâÿââ aminajadulu  re dpp_pkb,Politik
TXT0151,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0152,rt palestina di tindas karena gk punya kekuatan militer palestina lemah  sy ksh buku ini mau biar anda paham vatikan gk punya kekuatan militer tp ada yg berani tindas gk analogi bukan kekuatan militer pak palestina gk lemah dan gk pernah lemah mereka dilemahkan oleh sistem kampret yang di mana pbb sampai skrg diam terjadi genosida pelanggaran ham berat yang berani nuntut mereka di den haag hanya afrika selatan re lexwu_13,Pertahanan dan Keamanan
TXT0153,momen ganjar balas anies soal ekspor budaya ri banggakan rich brian dan niki,Sosial Budaya
TXT0154,kelixmann masalah utama dari anies bukan hanya dari aniesnya dia cuma intelektual muslim liberal biasa masalah utamanya sejak awal adalah orang2 yg ada dibelakang layar dan orang2 biasa yg jadi pendukungnya di lapangan dan di medsos hal yg sama u prabowo tambah pelanggaran2 hamãâÿââ,Politik
TXT0155,bimax_ narasinewsroom 70t udah jadi macem macem pak sama pak anies itu pun masih di caci maki sama kalian ga bisa kerja lah omon2 lah lu enak banget ngomong 81 t ga cukup kerja aja blm prestasi ga punya jadi gubernur menang lontre ga malu tah ngomong kayagitu,Politik
TXT0156,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ,Ekonomi
TXT0157,gimana pun jika dalam diri seseorang itu memiliki aura positif orang tidak akan segan berada di sekelilingnya lihat nih ganjar pranowo disambut petani dengan suka cita tanpa sekat di blora 4 des 2024 btw ganjar berkomitmen menghapuskan 600 miliar hutang macet petani di bank pemerintah kalau tidak memikirkan kesejahteraan dan atau meringankan beban rakyat mana lah mungkin akan memutihkan utang mereka   re ngkongroses,Sosial Budaya
TXT0158,inspiratif pasangan capres cawapres ganjar pranowo mahfud md buka peluang bisnis lokal dengan kredit 35 untuk koprasi dan umkm sukses terus pengusaha kecil nct wish jnk  ,Ekonomi
TXT0159,harapan tinggi untuk ganjarmahfud semoga dengan alokasi anggaran besar untuk koperasi dan umkm bisa membawa keberkahan bagi pengusaha kecil di indonesia bevmymistakes happy new year   l3bihbaik,Ekonomi
TXT0160,ãâÿâžâ kebersamaan keluarga ganjar pranowo menciptakan suasana yang positif untuk pemerintahan yang inklusif ganjar mahfud hebat coblos3 3gm nazarpemilu ,Politik
TXT0161,keluarga bung hatta bersama2 turun gunung bantu ganjar mahfud ini kejadian yg tidak biasa sepanjang perjalanan bangsa mungkin keluarga bung hatta mencium aroma busuk demokrasi kita   re s4n_w1b1,Politik
TXT0162,pasangan duet capres cawapres ganjar pranowo mahfud md inspirasi para pelaku umkm kredit 35 jadi langkah cerdas sukses terus temanteman bisnisjn18b jnk  ,Ekonomi
TXT0163,kualitas pendidikan dan fasilitas kesehatan harus bisa dirasakan oleh setiap masyarakat tanpa terkecuali amin bertekad agar kesejahteraan dapat dirasakan oleh seluruh masyarakat indonesia ingat tanggal 14 februari 2024 nanti pilih anies baswedan muhaimin iskandar untuk kesejahteraan yang merata di seluruh indonesia aminajadulu re cakiminow,Sosial Budaya
TXT0164,usai debat prabowo ungkap kekecewaan terhadap anies dan ganjar re oposisicerdas,Politik
TXT0165,ãâÿââ ganjar pranowo pemimpin yang tidak hanya duduk di kursi tapi juga turun ke panggung menunjukkan kepedulian terhadap seni dan budaya ganjar mahfud hebat coblos3 3gm nazarpemilu ,Sosial Budaya
TXT0166,ternyata pemahaman dan penguasaan pak ganjar tentang hankam dan politik luar negri kita begitu luas dan mendalam respek dan salut  re ,Pertahanan dan Keamanan
TXT0167,tni siap menanggung biaya pengobatan relawan ganjarmahfud yang dianiaya oknum kompi b yonif raider 408suhbrastha re oposisicerdas,Pertahanan dan Keamanan
TXT0168,  padahal bsip kalteng udah ngasih warning lahan gunung mas tidak bisa ditanam singkong kenapa masih dilakuin malah diganti jagung dan itupun pakai polybag yang pasti tanah polybag beda dengan tanah hutan tsb,Sumber Daya Alam
TXT0169,muhadklyacho kalo nanti prabowo menilai soal toleransi dan polusi ke anis nilainya 3 kalo nanti prabowo menilai pildun u20 batal dan wadas nilainya 2 well yg berhak menilai bukan capres yg berhak menilai itu lembaga dan otoritas yg independent mas acho kebelet benci ya gini ãâÿââª,Politik
TXT0170,capres no urut 3 capres ganjar pranowo punya strategi keren enggak cuma melanjutkan tapi juga menambah dan memperbaiki program pemerintah era sebelumnya jn18b jnk  ,Ideologi
TXT0171,program program capres no urut 3 capres ganjar pranowo enggak cuma berlanjut tapi juga ditambah dan disempurnakan dari program pemerintah era sebelumnya mantapjn18a jnk  ,Politik
TXT0172,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan panganjnk  ,Politik
TXT0173,rt kwik kian gie dua pesawat perang amerika pernah masuk ke wilayah nkri dan kita tidak bisa buat apaapa prabowo betul pertahanan kita sudah lama tak berdaulat rembangdoakan_02   gibran gengpastipasti re bengkeldodo,Pertahanan dan Keamanan
TXT0174,seluruh yang tumpang tindih dari sisi regulasi satu perlu harmonisasi dua perlu sinkronisasi dan pada tingkat tidak ada keputusan maka pemimpin tertinggi harus berani ambil keputusan itu ganjar pranowo  debatcapres re jawapos,Politik
TXT0175,tkn sebut pdip panik karena jokowi mulai terangterangan dukung prabowogibran re oposisicerdas,Politik
TXT0176,ekatalog pemerintah bukan hanya sebagai sistem tapi jalan emas buat umkm ganjarmahfud memang inovatif  happy new year   l3bihbaik,Politik
TXT0177,shazilarafiah sreng sreng sreng untung tdk dibahas lawan anies terlalu baik hati ketika anies menyerang kelemahan paslon lain paslon lain malah tdk menyerang kelemahan anies no 02 dan 03 berhati mulia,Politik
TXT0178,nakaharadz mau edukasi gimana pun susah tau contohnya cowo aku he knows how bad 02 is tapi katanya ga masalah kalo dia jadi presiden dia malah ga suka anies karena ga suka sama etikanya anies ceunah ga ngerti etika yang manaãâÿââ,Sosial Budaya
